0.01               0            0.05
0.00985616      0.00169001            0.05
0.00942877       0.0033314            0.05
0.00873014      0.00487695            0.05
0.00778036       0.0062822            0.05
0.00660675      0.00750672            0.05
0.00524307      0.00851529            0.05
0.00372856      0.00927889            0.05
0.00210679      0.00977555            0.05
0.000424412      0.00999099            0.05
-0.00127018        0.009919            0.05
-0.00292823      0.00956167            0.05
-0.00450204      0.00892926            0.05
-0.00594633      0.00803997            0.05
-0.00721956      0.00691939            0.05
-0.0082851      0.00559975            0.05
-0.00911228      0.00411901            0.05
-0.00967733      0.00251978            0.05
-0.00996397     0.000848059            0.05
-0.00996397    -0.000848059            0.05
-0.00967733     -0.00251978            0.05
-0.00911228     -0.00411901            0.05
-0.0082851     -0.00559975            0.05
-0.00721956     -0.00691939            0.05
-0.00594633     -0.00803997            0.05
-0.00450204     -0.00892926            0.05
-0.00292823     -0.00956167            0.05
-0.00127018       -0.009919            0.05
0.000424412     -0.00999099            0.05
0.00210679     -0.00977555            0.05
0.00372856     -0.00927889            0.05
0.00524307     -0.00851529            0.05
0.00660675     -0.00750672            0.05
0.00778036      -0.0062822            0.05
0.00873014     -0.00487695            0.05
0.00942877      -0.0033314            0.05
0.00985616     -0.00169001            0.05
0.01               0            0.05

0.0815549        0.023224            0.05
0.0814829        0.024069            0.05
0.0812693       0.0248897            0.05
0.0809199       0.0256624            0.05
0.080445       0.0263651            0.05
0.0798582       0.0269773            0.05
0.0791764       0.0274816            0.05
0.0784191       0.0278634            0.05
0.0776083       0.0281117            0.05
0.0767671       0.0282195            0.05
0.0759198       0.0281835            0.05
0.0750908       0.0280048            0.05
0.0743038       0.0276886            0.05
0.0735817        0.027244            0.05
0.0729451       0.0266837            0.05
0.0724123       0.0260238            0.05
0.0719987       0.0252835            0.05
0.0717162       0.0244839            0.05
0.0715729        0.023648            0.05
0.0715729       0.0227999            0.05
0.0717162       0.0219641            0.05
0.0719987       0.0211645            0.05
0.0724123       0.0204241            0.05
0.0729451       0.0197643            0.05
0.0735817        0.019204            0.05
0.0743038       0.0187593            0.05
0.0750908       0.0184431            0.05
0.0759198       0.0182645            0.05
0.0767671       0.0182285            0.05
0.0776083       0.0183362            0.05
0.0784191       0.0185845            0.05
0.0791764       0.0189663            0.05
0.0798582       0.0194706            0.05
0.080445       0.0200829            0.05
0.0809199       0.0207855            0.05
0.0812693       0.0215583            0.05
0.0814829        0.022379            0.05
0.0815549        0.023224            0.05

0.0815549        0.023224            0.05
0.0814829        0.024069            0.05
0.0812693       0.0248897            0.05
0.0809199       0.0256624            0.05
0.080445       0.0263651            0.05
0.0798582       0.0269773            0.05
0.0791764       0.0274816            0.05
0.0784191       0.0278634            0.05
0.0776083       0.0281117            0.05
